,latitude,longitude,year,predsoc,bushland,cropland,forest,grassland,mangrove,other,shrubland,thicket,wooded_grassland,woodland
323,0.693544315,37.58573607,2021,9.7142,0,0,0,0,0,0,1,0,0,0
324,0.693544315,37.58573607,2021,7.823,0,0,0,0,0,0,1,0,0,0
325,0.693544315,37.58492758,2021,4.709,0,0,0,0,0,0,1,0,0,0
326,0.69677825,37.58654455,2021,7.9306,0,0,0,0,0,0,1,0,0,0
327,0.69677825,37.58654455,2021,3.27895,0,0,0,0,0,0,1,0,0,0
328,0.69677825,37.58627506,2021,7.9306,0,0,0,0,0,0,1,0,0,0
329,0.69677825,37.58627506,2021,3.27895,0,0,0,0,0,0,1,0,0,0
330,0.694083304,37.58034617,2021,36.1738,0,0,0,0,0,0,1,0,0,0
331,0.694083304,37.58034617,2021,32.2985,0,0,0,0,0,0,1,0,0,0
332,0.701090163,37.5838496,2021,7.3197,0,0,0,0,0,0,0,0,0,1
333,0.701090163,37.5838496,2021,4.9364,0,0,0,0,0,0,0,0,0,1
334,0.697317239,37.58250213,2021,16.9362,0,0,0,0,0,0,1,0,0,0
335,0.697317239,37.58250213,2021,13.0417,0,0,0,0,0,0,1,0,0,0
336,0.697586734,37.58250213,2021,16.9362,0,0,0,0,0,0,1,0,0,0
337,0.697586734,37.58250213,2021,13.0417,0,0,0,0,0,0,1,0,0,0
338,0.696239261,37.58115466,2021,17.9775,0,0,0,0,0,0,1,0,0,0
339,0.696239261,37.58115466,2021,33.8773,0,0,0,0,0,0,1,0,0,0
340,0.697856228,37.5838496,2021,6.0121,0,0,0,0,0,0,1,0,0,0
341,0.697856228,37.5838496,2021,6.7809,0,0,0,0,0,0,1,0,0,0
342,0.695161283,37.58142415,2021,25.8983,0,0,0,1,0,0,0,0,0,0
343,0.695161283,37.58142415,2021,22.3442,0,0,0,1,0,0,0,0,0,0
344,0.730734568,37.58007668,2021,15.2747,0,0,0,0,0,0,0,0,0,1
345,0.730734568,37.58007668,2021,8.84045,0,0,0,0,0,0,0,0,0,1
346,0.732351535,37.57738173,2021,3.2723,1,0,0,0,0,0,0,0,0,0
347,0.732351535,37.57738173,2021,2.6401,1,0,0,0,0,0,0,0,0,0
348,0.725075182,37.58115466,2021,2.6695,0,0,0,0,0,0,1,0,0,0
349,0.729926084,37.57630376,2021,7.1389,0,0,0,0,0,0,1,0,0,0
350,0.728578611,37.58142415,2021,3.4458,0,0,0,0,0,0,1,0,0,0
351,0.728578611,37.58142415,2021,2.57125,0,0,0,0,0,0,1,0,0,0
352,0.73262103,37.57980719,2021,2.7141,0,0,0,0,0,0,0,0,0,1
353,0.73262103,37.57980719,2021,7.7608,0,0,0,0,0,0,0,0,0,1
354,0.724536192,37.58061567,2021,2.8217,0,0,0,0,0,0,1,0,0,0
355,0.724536192,37.58061567,2021,2.62385,0,0,0,0,0,0,1,0,0,0
356,0.726961644,37.58142415,2021,4.3901,0,0,0,0,0,0,1,0,0,0
357,0.726961644,37.58142415,2021,2.9199,0,0,0,0,0,0,1,0,0,0
358,0.723997203,37.58223264,2021,2.8358,1,0,0,0,0,0,0,0,0,0
359,0.723997203,37.58223264,2021,2.50825,1,0,0,0,0,0,0,0,0,0
360,0.728578611,37.58304112,2021,2.7382,0,0,0,0,0,0,1,0,0,0
361,0.728578611,37.58304112,2021,2.51765,0,0,0,0,0,0,1,0,0,0
362,0.754180597,37.57333932,2021,3.001,1,0,0,0,0,0,0,0,0,0
363,0.754180597,37.57333932,2021,2.9603,1,0,0,0,0,0,0,0,0,0
364,0.749599189,37.57253083,2021,3.8895,1,0,0,0,0,0,0,0,0,0
365,0.74852121,37.57064437,2021,6.55835,1,0,0,0,0,0,0,0,0,0
366,0.754180597,37.57630376,2021,2.9186,0,0,0,0,0,0,1,0,0,0
367,0.749599189,37.57199184,2021,3.3896,1,0,0,0,0,0,0,0,0,0
368,0.749599189,37.57199184,2021,2.68305,1,0,0,0,0,0,0,0,0,0
369,0.750138178,37.57630376,2021,4.2487,1,0,0,0,0,0,0,0,0,0
370,0.750138178,37.57630376,2021,2.87005,1,0,0,0,0,0,0,0,0,0
371,0.752833124,37.57360881,2021,2.7072,1,0,0,0,0,0,0,0,0,0
372,0.752833124,37.57360881,2021,3.2401,1,0,0,0,0,0,0,0,0,0
373,0.753102618,37.57360881,2021,2.7072,1,0,0,0,0,0,0,0,0,0
374,0.753102618,37.57360881,2021,3.2401,1,0,0,0,0,0,0,0,0,0
375,0.746095759,37.57064437,2021,2.5788,1,0,0,0,0,0,0,0,0,0
376,0.746095759,37.57064437,2021,2.6377,1,0,0,0,0,0,0,0,0,0
377,0.747982221,37.56983589,2021,2.6083,0,0,0,0,0,0,1,0,0,0
378,0.747982221,37.56983589,2021,2.6799,0,0,0,0,0,0,1,0,0,0
379,0.75202464,37.57684275,2021,2.9764,1,0,0,0,0,0,0,0,0,0
380,0.75202464,37.57684275,2021,3.7955,1,0,0,0,0,0,0,0,0,0
381,0.663899911,37.59705484,2021,6.0538,0,0,0,0,0,0,1,0,0,0
382,0.663899911,37.59705484,2021,6.2353,0,0,0,0,0,0,1,0,0,0
383,0.664169405,37.59813282,2021,3.1272,0,0,0,0,0,0,1,0,0,0
384,0.664169405,37.59813282,2021,4.1398,0,0,0,0,0,0,1,0,0,0
385,0.670367781,37.59840231,2021,4.7463,0,0,0,0,0,0,1,0,0,0
386,0.672793232,37.59678534,2021,14.8911,0,0,0,0,0,0,1,0,0,0
387,0.672793232,37.59678534,2021,14.3068,0,0,0,0,0,0,1,0,0,0
388,0.670098286,37.59570737,2021,13.8088,0,0,0,0,0,0,1,0,0,0
389,0.663360922,37.60163625,2021,9.4213,0,0,0,0,0,0,1,0,0,0
390,0.663360922,37.60163625,2021,4.249,0,0,0,0,0,0,1,0,0,0
391,0.669020308,37.59516838,2021,3.0388,1,0,0,0,0,0,0,0,0,0
392,0.669020308,37.59516838,2021,4.3687,1,0,0,0,0,0,0,0,0,0
393,0.667672835,37.60217524,2021,6.4137,0,0,0,0,0,0,1,0,0,0
394,0.667672835,37.60217524,2021,5.3288,0,0,0,0,0,0,1,0,0,0
395,0.666055867,37.59705484,2021,2.8216,0,0,0,0,0,0,1,0,0,0
396,0.666055867,37.59705484,2021,4.631,0,0,0,0,0,0,1,0,0,0
397,0.666055867,37.59705484,2021,6.7664,0,0,0,0,0,0,1,0,0,0
398,0.666055867,37.59705484,2021,4.2549,0,0,0,0,0,0,1,0,0,0
399,0.669559297,37.60298372,2021,6.7664,0,0,0,0,0,0,1,0,0,0
400,0.669559297,37.60298372,2021,4.2549,0,0,0,0,0,0,1,0,0,0
401,0.700012185,37.60594816,2021,6.1102,0,0,0,0,0,0,1,0,0,0
402,0.700012185,37.60594816,2021,4.407,0,0,0,0,0,0,1,0,0,0
403,0.695969766,37.60433119,2021,2.8798,0,0,0,0,0,0,1,0,0,0
404,0.695969766,37.60433119,2021,3.24905,0,0,0,0,0,0,1,0,0,0
405,0.692196842,37.6037922,2021,3.9299,0,0,0,0,0,0,1,0,0,0
406,0.692196842,37.6037922,2021,3.1978,0,0,0,0,0,0,1,0,0,0
407,0.692466337,37.6037922,2021,3.9299,0,0,0,0,0,0,1,0,0,0
408,0.692466337,37.6037922,2021,3.1978,0,0,0,0,0,0,1,0,0,0
409,0.69677825,37.60487018,2021,3.6834,0,0,0,0,0,0,1,0,0,0
410,0.69677825,37.60487018,2021,4.1966,0,0,0,0,0,0,1,0,0,0
411,0.69677825,37.60460069,2021,3.6834,0,0,0,0,0,0,1,0,0,0
412,0.69677825,37.60460069,2021,4.1966,0,0,0,0,0,0,1,0,0,0
413,0.694891788,37.60352271,2021,3.2816,0,0,0,0,0,0,1,0,0,0
414,0.694891788,37.60352271,2021,3.30145,0,0,0,0,0,0,1,0,0,0
415,0.694622293,37.60352271,2021,3.2816,0,0,0,0,0,0,1,0,0,0
416,0.694622293,37.60352271,2021,3.30145,0,0,0,0,0,0,1,0,0,0
417,0.690040885,37.60756513,2021,5.0075,0,0,0,0,0,0,1,0,0,0
418,0.690040885,37.60756513,2021,4.15325,0,0,0,0,0,0,1,0,0,0
419,0.691657853,37.60325321,2021,6.3485,0,0,0,0,0,0,1,0,0,0
420,0.691657853,37.60325321,2021,5.1826,0,0,0,0,0,0,1,0,0,0
421,0.691388358,37.60325321,2021,6.3485,0,0,0,0,0,0,1,0,0,0
422,0.691388358,37.60325321,2021,5.1826,0,0,0,0,0,0,1,0,0,0
423,0.689232402,37.60729563,2021,6.1609,0,0,0,0,0,0,1,0,0,0
424,0.689232402,37.60729563,2021,4.39225,0,0,0,0,0,0,1,0,0,0
425,0.697317239,37.60837361,2021,2.9169,0,0,0,0,0,0,1,0,0,0
426,0.697317239,37.60837361,2021,2.6714,0,0,0,0,0,0,1,0,0,0
427,0.698395218,37.60783462,2021,3.154,0,0,0,0,0,0,1,0,0,0
428,0.698395218,37.60783462,2021,3.16105,0,0,0,0,0,0,1,0,0,0
429,0.729387095,37.60567867,2021,7.6223,0,0,0,0,0,0,1,0,0,0
430,0.729387095,37.60567867,2021,6.785,0,0,0,0,0,0,1,0,0,0
431,0.7291176,37.60540917,2021,7.6223,0,0,0,0,0,0,1,0,0,0
432,0.7291176,37.60540917,2021,6.785,0,0,0,0,0,0,1,0,0,0
433,0.724266698,37.60190574,2021,8.0318,0,0,0,0,0,0,1,0,0,0
434,0.724266698,37.60190574,2021,7.2307,0,0,0,0,0,0,1,0,0,0
435,0.728309117,37.60729563,2021,6.2529,1,0,0,0,0,0,0,0,0,0
436,0.722380236,37.59974978,2021,5.5533,1,0,0,0,0,0,0,0,0,0
437,0.722380236,37.59974978,2021,2.96825,1,0,0,0,0,0,0,0,0,0
438,0.72264973,37.60028877,2021,5.5533,1,0,0,0,0,0,0,0,0,0
439,0.72264973,37.60028877,2021,2.96825,1,0,0,0,0,0,0,0,0,0
440,0.729926084,37.60567867,2021,7.298,1,0,0,0,0,0,0,0,0,0
441,0.729926084,37.60567867,2021,8.27175,1,0,0,0,0,0,0,0,0,0
442,0.728039622,37.60271423,2021,7.0444,1,0,0,0,0,0,0,0,0,0
443,0.728039622,37.60271423,2021,6.349,1,0,0,0,0,0,0,0,0,0
444,0.728039622,37.60298372,2021,7.0444,1,0,0,0,0,0,0,0,0,0
445,0.728039622,37.60298372,2021,6.349,1,0,0,0,0,0,0,0,0,0
446,0.726961644,37.60567867,2021,13.6994,0,0,0,0,0,0,1,0,0,0
447,0.726961644,37.60567867,2021,7.9277,0,0,0,0,0,0,1,0,0,0
448,0.721571752,37.60082776,2021,5.2811,1,0,0,0,0,0,0,0,0,0
449,0.721571752,37.60082776,2021,3.44145,1,0,0,0,0,0,0,0,0,0
450,0.721571752,37.60109726,2021,5.2811,1,0,0,0,0,0,0,0,0,0
451,0.721571752,37.60109726,2021,3.44145,1,0,0,0,0,0,0,0,0,0
452,0.728848106,37.60621765,2021,7.473,1,0,0,0,0,0,0,0,0,0
453,0.728848106,37.60621765,2021,6.7803,1,0,0,0,0,0,0,0,0,0
454,0.728848106,37.60648715,2021,7.473,1,0,0,0,0,0,0,0,0,0
455,0.728848106,37.60648715,2021,6.7803,1,0,0,0,0,0,0,0,0,0
456,0.727500633,37.60729563,2021,7.416,1,0,0,0,0,0,0,0,0,0
457,0.727500633,37.60729563,2021,6.1247,1,0,0,0,0,0,0,0,0,0
458,0.747443232,37.59651585,2021,16.6793,0,0,0,0,0,0,1,0,0,0
459,0.747443232,37.59651585,2021,7.3389,0,0,0,0,0,0,1,0,0,0
460,0.750677167,37.59705484,2021,18.5212,0,0,0,0,0,0,1,0,0,0
461,0.752563629,37.60567867,2021,4.1246,1,0,0,0,0,0,0,0,0,0
462,0.752833124,37.60567867,2021,4.1246,1,0,0,0,0,0,0,0,0,0
463,0.746634748,37.60082776,2021,9.977,0,0,0,0,0,0,1,0,0,0
464,0.746634748,37.60082776,2021,4.611,0,0,0,0,0,0,1,0,0,0
465,0.749868683,37.5992108,2021,12.4596,0,0,0,0,0,0,1,0,0,0
466,0.749868683,37.5992108,2021,8.3387,0,0,0,0,0,0,1,0,0,0
467,0.753641608,37.6037922,2021,3.2136,1,0,0,0,0,0,0,0,0,0
468,0.753641608,37.6037922,2021,3.51705,1,0,0,0,0,0,0,0,0,0
469,0.751216156,37.6040617,2021,3.8183,0,0,0,0,0,0,1,0,0,0
470,0.751216156,37.6040617,2021,4.3956,0,0,0,0,0,0,1,0,0,0
471,0.749868683,37.60244473,2021,12.4737,0,0,0,0,0,0,1,0,0,0
472,0.749868683,37.60244473,2021,7.7119,0,0,0,0,0,0,1,0,0,0
473,0.7490602,37.59678534,2021,7.1811,0,0,0,0,0,0,1,0,0,0
474,0.7490602,37.59678534,2021,4.03965,0,0,0,0,0,0,1,0,0,0
475,0.747982221,37.60433119,2021,21.1047,0,0,0,0,0,0,1,0,0,0
476,0.747982221,37.60433119,2021,5.57665,0,0,0,0,0,0,1,0,0,0
477,0.673332221,37.5291422,2021,5.3569,1,0,0,0,0,0,0,0,0,0
478,0.673332221,37.5291422,2021,3.29795,1,0,0,0,0,0,0,0,0,0
479,0.677913629,37.52806423,2021,3.3375,1,0,0,0,0,0,0,0,0,0
480,0.677913629,37.52806423,2021,3.3578,1,0,0,0,0,0,0,0,0,0
481,0.677913629,37.53291513,2021,2.9932,1,0,0,0,0,0,0,0,0,0
482,0.671984748,37.52968119,2021,6.5981,1,0,0,0,0,0,0,0,0,0
483,0.671984748,37.52968119,2021,6.5823,1,0,0,0,0,0,0,0,0,0
484,0.678991608,37.53022018,2021,3.0509,1,0,0,0,0,0,0,0,0,0
485,0.678991608,37.53022018,2021,2.55595,1,0,0,0,0,0,0,0,0,0
486,0.673062727,37.53048968,2021,7.3059,1,0,0,0,0,0,0,0,0,0
487,0.673062727,37.53048968,2021,10.7334,1,0,0,0,0,0,0,0,0,0
488,0.676566156,37.53237614,2021,3.4882,0,0,0,0,0,0,1,0,0,0
489,0.676566156,37.53237614,2021,3.08135,0,0,0,0,0,0,1,0,0,0
490,0.680069586,37.53022018,2021,3.6609,1,0,0,0,0,0,0,0,0,0
491,0.680069586,37.53022018,2021,3.4191,1,0,0,0,0,0,0,0,0,0
492,0.673062727,37.53210664,2021,12.8659,1,0,0,0,0,0,0,0,0,0
493,0.673062727,37.53210664,2021,14.8088,1,0,0,0,0,0,0,0,0,0
494,0.673062727,37.53183715,2021,12.8659,1,0,0,0,0,0,0,0,0,0
495,0.673062727,37.53183715,2021,14.8088,1,0,0,0,0,0,0,0,0,0
496,0.675757672,37.52806423,2021,3.8204,1,0,0,0,0,0,0,0,0,0
497,0.675757672,37.52806423,2021,3.24115,1,0,0,0,0,0,0,0,0,0
498,0.69677825,37.51755394,2021,3.7279,0,0,0,0,0,0,1,0,0,0
499,0.69677825,37.51755394,2021,4.7101,0,0,0,0,0,0,1,0,0,0
500,0.695161283,37.52375231,2021,5.7628,0,0,0,0,0,0,1,0,0,0
501,0.695161283,37.52375231,2021,4.632333333,0,0,0,0,0,0,1,0,0,0
502,0.704863088,37.52483029,2021,1.8516,0,0,0,0,0,0,1,0,0,0
503,0.704863088,37.52483029,2021,3.1862,0,0,0,0,0,0,1,0,0,0
504,0.704324099,37.5245608,2021,3.5149,0,0,0,0,0,0,1,0,0,0
505,0.704324099,37.5245608,2021,3.02035,0,0,0,0,0,0,1,0,0,0
506,0.704054604,37.5245608,2021,3.5149,0,0,0,0,0,0,1,0,0,0
507,0.704054604,37.5245608,2021,3.02035,0,0,0,0,0,0,1,0,0,0
508,0.701898647,37.52321332,2021,4.1866,0,0,0,0,0,0,1,0,0,0
509,0.701898647,37.52321332,2021,3.20485,0,0,0,0,0,0,1,0,0,0
510,0.701359658,37.5245608,2021,6.086,0,0,0,0,0,0,1,0,0,0
511,0.701359658,37.5245608,2021,4.133,0,0,0,0,0,0,1,0,0,0
512,0.702168142,37.51890141,2021,8.6098,0,0,0,0,0,0,1,0,0,0
513,0.702168142,37.51890141,2021,7.863333333,0,0,0,0,0,0,1,0,0,0
514,0.702976626,37.5194404,2021,3.55,0,0,0,0,0,0,1,0,0,0
515,0.702976626,37.5194404,2021,7.4326,0,0,0,0,0,0,1,0,0,0
516,0.703785109,37.51809293,2021,10.9673,1,0,0,0,0,0,0,0,0,0
517,0.703785109,37.51809293,2021,8.2449,1,0,0,0,0,0,0,0,0,0
518,0.699742691,37.52240484,2021,2.5537,0,0,0,0,0,0,1,0,0,0
519,0.699742691,37.52240484,2021,5.52425,0,0,0,0,0,0,1,0,0,0
520,0.73262103,37.5345321,2021,2.3864,1,0,0,0,0,0,0,0,0,0
521,0.73262103,37.5345321,2021,3.41315,1,0,0,0,0,0,0,0,0,0
522,0.735046481,37.5342626,2021,2.72435,0,0,0,0,0,0,1,0,0,0
523,0.732082041,37.53210664,2021,3.5188,1,0,0,0,0,0,0,0,0,0
524,0.732082041,37.53210664,2021,2.65645,1,0,0,0,0,0,0,0,0,0
525,0.731812546,37.53210664,2021,3.5188,1,0,0,0,0,0,0,0,0,0
526,0.731812546,37.53210664,2021,2.65645,1,0,0,0,0,0,0,0,0,0
527,0.731812546,37.53507108,2021,4.1796,0,0,0,0,0,0,1,0,0,0
528,0.731812546,37.53507108,2021,3.20285,0,0,0,0,0,0,1,0,0,0
529,0.731543052,37.53507108,2021,4.1796,0,0,0,0,0,0,1,0,0,0
530,0.731543052,37.53507108,2021,3.20285,0,0,0,0,0,0,1,0,0,0
531,0.731273557,37.53237614,2021,2.5877,1,0,0,0,0,0,0,0,0,0
532,0.731273557,37.53237614,2021,3.3514,1,0,0,0,0,0,0,0,0,0
533,0.730195579,37.539383,2021,2.6371,1,0,0,0,0,0,0,0,0,0
534,0.730195579,37.539383,2021,2.573,1,0,0,0,0,0,0,0,0,0
535,0.728039622,37.5345321,2021,2.6489,0,0,0,0,0,0,0,0,0,1
536,0.728039622,37.5345321,2021,3.96875,0,0,0,0,0,0,0,0,0,1
537,0.733160019,37.53156765,2021,2.578,1,0,0,0,0,0,0,0,0,0
538,0.733160019,37.53156765,2021,2.5812,1,0,0,0,0,0,0,0,0,0
539,0.734507492,37.53480159,2021,2.7051,1,0,0,0,0,0,0,0,0,0
540,0.734507492,37.53480159,2021,2.6403,1,0,0,0,0,0,0,0,0,0
541,0.727231138,37.53830502,2021,4.2341,1,0,0,0,0,0,0,0,0,0
542,0.727231138,37.53830502,2021,2.9824,1,0,0,0,0,0,0,0,0,0
543,0.754719586,37.52887271,2021,3.3964,1,0,0,0,0,0,0,0,0,0
544,0.750946662,37.52590827,2021,4.5083,1,0,0,0,0,0,0,0,0,0
545,0.750946662,37.52590827,2021,3.79145,1,0,0,0,0,0,0,0,0,0
546,0.748251716,37.53291513,2021,2.4861,1,0,0,0,0,0,0,0,0,0
547,0.748251716,37.53291513,2021,2.8141,1,0,0,0,0,0,0,0,0,0
548,0.756067059,37.53075917,2021,6.4018,0,0,0,0,0,0,1,0,0,0
549,0.756067059,37.53075917,2021,4.835,0,0,0,0,0,0,1,0,0,0
550,0.750407673,37.52483029,2021,2.9711,1,0,0,0,0,0,0,0,0,0
551,0.750407673,37.52483029,2021,3.91175,1,0,0,0,0,0,0,0,0,0
552,0.753641608,37.52590827,2021,2.953,0,0,0,0,0,0,1,0,0,0
553,0.753641608,37.52590827,2021,4.0549,0,0,0,0,0,0,1,0,0,0
554,0.749599189,37.52590827,2021,4.9676,1,0,0,0,0,0,0,0,0,0
555,0.749599189,37.52590827,2021,4.6779,1,0,0,0,0,0,0,0,0,0
556,0.752833124,37.53399311,2021,3.2333,0,0,0,0,0,0,1,0,0,0
557,0.752833124,37.53399311,2021,2.93145,0,0,0,0,0,0,1,0,0,0
558,0.750946662,37.52536928,2021,2.7473,1,0,0,0,0,0,0,0,0,0
559,0.750946662,37.52536928,2021,4.2413,1,0,0,0,0,0,0,0,0,0
560,0.746904243,37.53156765,2021,3.3472,0,0,0,0,0,0,1,0,0,0
561,0.746904243,37.53156765,2021,3.48125,0,0,0,0,0,0,1,0,0,0
562,0.664169405,37.55339672,2021,5.0574,0,0,0,0,0,0,1,0,0,0
563,0.664169405,37.55339672,2021,5.1886,0,0,0,0,0,0,1,0,0,0
564,0.666325362,37.5542052,2021,4.2821,0,0,0,0,0,0,1,0,0,0
565,0.666325362,37.5542052,2021,4.3674,0,0,0,0,0,0,1,0,0,0
566,0.666055867,37.5542052,2021,4.2821,0,0,0,0,0,0,1,0,0,0
567,0.666055867,37.5542052,2021,4.3674,0,0,0,0,0,0,1,0,0,0
568,0.671445759,37.55447469,2021,2.5926,1,0,0,0,0,0,0,0,0,0
569,0.671445759,37.55447469,2021,2.884,1,0,0,0,0,0,0,0,0,0
570,0.666325362,37.55231874,2021,4.361,1,0,0,0,0,0,0,0,0,0
571,0.666325362,37.55231874,2021,4.2096,1,0,0,0,0,0,0,0,0,0
572,0.666864351,37.5490848,2021,3.5972,1,0,0,0,0,0,0,0,0,0
573,0.670098286,37.55258823,2021,3.3951,0,0,0,0,0,0,1,0,0,0
574,0.670098286,37.55258823,2021,3.5931,0,0,0,0,0,0,1,0,0,0
575,0.670367781,37.55258823,2021,3.3951,0,0,0,0,0,0,1,0,0,0
576,0.670367781,37.55258823,2021,3.5931,0,0,0,0,0,0,1,0,0,0
577,0.666864351,37.55824762,2021,10.459,1,0,0,0,0,0,0,0,0,0
578,0.666864351,37.55824762,2021,9.75635,1,0,0,0,0,0,0,0,0,0
579,0.666864351,37.55851711,2021,10.459,1,0,0,0,0,0,0,0,0,0
580,0.666864351,37.55851711,2021,9.75635,1,0,0,0,0,0,0,0,0,0
581,0.669020308,37.5490848,2021,3.5422,0,0,0,0,0,0,1,0,0,0
582,0.669020308,37.5490848,2021,3.4179,0,0,0,0,0,0,1,0,0,0
583,0.666055867,37.55258823,2021,3.9915,0,0,0,0,0,0,1,0,0,0
584,0.666055867,37.55258823,2021,3.31425,0,0,0,0,0,0,1,0,0,0
585,0.665786373,37.55258823,2021,3.9915,0,0,0,0,0,0,1,0,0,0
586,0.665786373,37.55258823,2021,3.31425,0,0,0,0,0,0,1,0,0,0
587,0.670098286,37.55878661,2021,3.5501,0,0,0,0,0,0,1,0,0,0
588,0.670098286,37.55878661,2021,4.191,0,0,0,0,0,0,1,0,0,0
589,0.707288539,37.5493543,2021,6.1607,1,0,0,0,0,0,0,0,0,0
590,0.708905506,37.55474419,2021,9.8927,1,0,0,0,0,0,0,0,0,0
591,0.708905506,37.55474419,2021,6.2791,1,0,0,0,0,0,0,0,0,0
592,0.704054604,37.55582217,2021,2.5762,1,0,0,0,0,0,0,0,0,0
593,0.704054604,37.55582217,2021,2.95455,1,0,0,0,0,0,0,0,0,0
594,0.701629153,37.55609166,2021,2.5762,1,0,0,0,0,0,0,0,0,0
595,0.701629153,37.55609166,2021,2.95455,1,0,0,0,0,0,0,0,0,0
596,0.708366517,37.55501368,2021,3.0736,1,0,0,0,0,0,0,0,0,0
597,0.708366517,37.55474419,2021,3.0736,1,0,0,0,0,0,0,0,0,0
598,0.704863088,37.55366621,2021,3.04865,1,0,0,0,0,0,0,0,0,0
599,0.707288539,37.55609166,2021,3.4334,1,0,0,0,0,0,0,0,0,0
600,0.707288539,37.55609166,2021,3.0814,1,0,0,0,0,0,0,0,0,0
601,0.704863088,37.55285773,2021,2.6416,0,0,0,0,0,0,1,0,0,0
602,0.704863088,37.55285773,2021,2.66535,0,0,0,0,0,0,1,0,0,0
603,0.708366517,37.55339672,2021,3.1234,0,0,0,0,0,0,1,0,0,0
604,0.708366517,37.55339672,2021,2.9869,0,0,0,0,0,0,1,0,0,0
605,0.705671571,37.55312722,2021,2.7597,1,0,0,0,0,0,0,0,0,0
606,0.705671571,37.55312722,2021,2.72505,1,0,0,0,0,0,0,0,0,0
607,0.705671571,37.55285773,2021,2.7597,1,0,0,0,0,0,0,0,0,0
608,0.705671571,37.55285773,2021,2.72505,1,0,0,0,0,0,0,0,0,0
609,0.704863088,37.5493543,2021,8.6913,0,0,0,0,0,0,1,0,0,0
610,0.704863088,37.5493543,2021,3.33655,0,0,0,0,0,0,1,0,0,0
611,0.726692149,37.5542052,2021,2.5028,1,0,0,0,0,0,0,0,0,0
612,0.726692149,37.5542052,2021,2.51465,1,0,0,0,0,0,0,0,0,0
613,0.725883665,37.55663065,2021,2.9572,1,0,0,0,0,0,0,0,0,0
614,0.725883665,37.55663065,2021,3.2786,1,0,0,0,0,0,0,0,0,0
615,0.725883665,37.55690015,2021,2.9572,1,0,0,0,0,0,0,0,0,0
616,0.725883665,37.55690015,2021,3.2786,1,0,0,0,0,0,0,0,0,0
617,0.720763268,37.55878661,2021,2.68965,1,0,0,0,0,0,0,0,0,0
618,0.718337817,37.55743913,2021,6.4089,1,0,0,0,0,0,0,0,0,0
619,0.718337817,37.55743913,2021,8.9793,1,0,0,0,0,0,0,0,0,0
620,0.719146301,37.56148155,2021,3.57075,1,0,0,0,0,0,0,0,0,0
621,0.71968529,37.55797812,2021,3.0465,1,0,0,0,0,0,0,0,0,0
622,0.71968529,37.55797812,2021,2.69535,1,0,0,0,0,0,0,0,0,0
623,0.721302257,37.55636116,2021,3.5883,1,0,0,0,0,0,0,0,0,0
624,0.721302257,37.55636116,2021,3.28785,1,0,0,0,0,0,0,0,0,0
625,0.721032763,37.55636116,2021,3.5883,1,0,0,0,0,0,0,0,0,0
626,0.721032763,37.55636116,2021,3.28785,1,0,0,0,0,0,0,0,0,0
627,0.723997203,37.5542052,2021,2.7661,1,0,0,0,0,0,0,0,0,0
628,0.723997203,37.5542052,2021,2.6657,1,0,0,0,0,0,0,0,0,0
629,0.726422655,37.55716964,2021,4.0766,1,0,0,0,0,0,0,0,0,0
630,0.726422655,37.55716964,2021,6.9204,1,0,0,0,0,0,0,0,0,0
631,0.719146301,37.55797812,2021,3.4253,1,0,0,0,0,0,0,0,0,0
632,0.719146301,37.55797812,2021,3.57725,1,0,0,0,0,0,0,0,0,0
633,0.749329694,37.56336802,2021,4.3778,1,0,0,0,0,0,0,0,0,0
634,0.749329694,37.56336802,2021,2.697,1,0,0,0,0,0,0,0,0,0
635,0.747173738,37.56013408,2021,2.7252,0,0,0,0,0,0,1,0,0,0
636,0.747173738,37.56013408,2021,3.1652,0,0,0,0,0,0,1,0,0,0
637,0.749329694,37.55555267,2021,2.7913,1,0,0,0,0,0,0,0,0,0
638,0.749329694,37.55555267,2021,3.07565,1,0,0,0,0,0,0,0,0,0
639,0.751216156,37.56229004,2021,2.5718,1,0,0,0,0,0,0,0,0,0
640,0.751216156,37.56229004,2021,2.7769,1,0,0,0,0,0,0,0,0,0
641,0.7490602,37.56229004,2021,2.6024,1,0,0,0,0,0,0,0,0,0
642,0.7490602,37.56229004,2021,2.66155,1,0,0,0,0,0,0,0,0,0
643,0.749329694,37.55339672,2021,5.8161,0,0,0,0,0,0,1,0,0,0
644,0.749329694,37.55339672,2021,2.8456,0,0,0,0,0,0,1,0,0,0
645,0.749599189,37.55339672,2021,5.8161,0,0,0,0,0,0,1,0,0,0
646,0.749599189,37.55339672,2021,2.8456,0,0,0,0,0,0,1,0,0,0
647,0.751216156,37.55824762,2021,2.4999,1,0,0,0,0,0,0,0,0,0
648,0.751216156,37.55824762,2021,3.0481,1,0,0,0,0,0,0,0,0,0
649,0.751216156,37.55851711,2021,2.4999,1,0,0,0,0,0,0,0,0,0
650,0.751216156,37.55851711,2021,3.0481,1,0,0,0,0,0,0,0,0,0
651,0.752294135,37.55609166,2021,2.5337,1,0,0,0,0,0,0,0,0,0
652,0.752294135,37.55609166,2021,2.91275,1,0,0,0,0,0,0,0,0,0
653,0.75202464,37.56067307,2021,3.8323,1,0,0,0,0,0,0,0,0,0
654,0.75202464,37.56067307,2021,2.78925,1,0,0,0,0,0,0,0,0,0
