longitude,latitude,year,SOC,LC
37.5493543,0.704863088,2021,3.33655,shrubland
37.5542052,0.726692149,2021,2.5028,bushland
37.5542052,0.726692149,2021,2.51465,bushland
37.55663065,0.725883665,2021,2.9572,bushland
37.55663065,0.725883665,2021,3.2786,bushland
37.55690015,0.725883665,2021,2.9572,bushland
37.55690015,0.725883665,2021,3.2786,bushland
37.55878661,0.720763268,2021,2.68965,bushland
37.55743913,0.718337817,2021,6.4089,bushland
37.55743913,0.718337817,2021,8.9793,bushland
37.56148155,0.719146301,2021,3.57075,bushland
37.55797812,0.71968529,2021,3.0465,bushland
37.55797812,0.71968529,2021,2.69535,bushland
37.55636116,0.721302257,2021,3.5883,bushland
37.55636116,0.721302257,2021,3.28785,bushland
37.55636116,0.721032763,2021,3.5883,bushland
37.55636116,0.721032763,2021,3.28785,bushland
37.5542052,0.723997203,2021,2.7661,bushland
37.5542052,0.723997203,2021,2.6657,bushland
37.55716964,0.726422655,2021,4.0766,bushland
37.55716964,0.726422655,2021,6.9204,bushland
37.55797812,0.719146301,2021,3.4253,bushland
37.55797812,0.719146301,2021,3.57725,bushland
37.56013408,0.747173738,2021,2.7252,shrubland
37.56013408,0.747173738,2021,3.1652,shrubland
37.55555267,0.749329694,2021,2.7913,bushland
37.55555267,0.749329694,2021,3.07565,bushland
37.55339672,0.749329694,2021,5.8161,shrubland
37.55339672,0.749329694,2021,2.8456,shrubland
37.55339672,0.749599189,2021,5.8161,shrubland
37.55339672,0.749599189,2021,2.8456,shrubland
37.55609166,0.752294135,2021,2.5337,bushland
37.55609166,0.752294135,2021,2.91275,bushland
37.56040358,0.74852121,2021,2.3391,bushland
37.56040358,0.74852121,2021,2.4654,bushland
37.57118336,0.679261102,2021,3.3487,bushland
37.57118336,0.679261102,2021,2.92265,bushland
37.57091386,0.679261102,2021,3.3487,bushland
37.57091386,0.679261102,2021,2.92265,bushland
37.57091386,0.681147564,2021,3.1644,bushland
37.57091386,0.681147564,2021,2.78095,bushland
37.5738783,0.676027167,2021,2.7592,bushland
37.5738783,0.676027167,2021,2.80515,bushland
37.57199184,0.678452618,2021,3.2232,bushland
37.57199184,0.678452618,2021,4.23095,bushland
35.99005863,-4.773692336,2021,18.482,thicket
35.99248408,-4.774500819,2021,12.3083,shrubland
35.99275357,-4.772883852,2021,16.8613,thicket
35.98359076,-4.774770314,2021,10.9968,cropland
35.99275357,-4.776387281,2021,39.069,shrubland
35.98925014,-4.774500819,2021,8.5636,cropland
35.99086711,-4.77396183,2021,17.2965,shrubland
35.98898065,-4.773692336,2021,11.4747,shrubland
35.98682469,-4.776387281,2021,14.8639,shrubland
35.98466874,-4.772344863,2021,18.9695,cropland
35.98763318,-4.749976812,2021,11.0059,thicket
35.98736368,-4.75159378,2021,6.1512,grassland
35.9862857,-4.748898834,2021,7.8703,thicket
35.99329256,-4.75159378,2021,20.5236,forest
35.98871115,-4.750785296,2021,3.234,bushland
35.99032812,-4.75159378,2021,27.0804,bushland
35.9862857,-4.746742877,2021,21.3687,bushland
35.98682469,-4.753210747,2021,15.5919,grassland
35.9865552,-4.755097209,2021,8.806,cropland
35.9862857,-4.747281866,2021,24.542,bushland
35.99248408,-4.72518331,2021,3.8375,forest
35.98736368,-4.727069772,2021,4.0786,cropland
35.98547722,-4.734076632,2021,4.2,cropland
35.98520772,-4.734615621,2021,4.3536,bushland
35.98466874,-4.730842697,2021,3.8439,cropland
35.98682469,-4.731381686,2021,3.357,cropland
35.98871115,-4.730034213,2021,6.7731,grassland
35.99005863,-4.726530783,2021,3.1746,shrubland
35.98790267,-4.725452805,2021,2.7994,cropland
35.98493823,-4.732729159,2021,5.6226,shrubland
36.01539112,-4.808726632,2021,10.1311,cropland
36.01377415,-4.806031686,2021,13.9906,cropland
36.00973173,-4.801180783,2021,9.5972,cropland
36.01161819,-4.803606235,2021,7.8298,cropland
36.01242668,-4.809535115,2021,10.9151,cropland
36.01027072,-4.808187642,2021,10.0642,cropland
36.01404365,-4.80630118,2021,13.3844,cropland
36.01296567,-4.808457137,2021,15.2529,cropland
36.00973173,-4.804145224,2021,12.2237,cropland
36.00892325,-4.800911289,2021,10.1593,cropland
36.00973173,-4.78393313,2021,4.0801,cropland
36.00892325,-4.778812733,2021,17.0384,shrubland
36.01404365,-4.780160206,2021,6.9057,shrubland
36.01593011,-4.783394141,2021,9.4665,shrubland
36.0164691,-4.781507679,2021,19.9693,shrubland
36.01539112,-4.782316162,2021,10.3901,grassland
36.01458263,-4.783394141,2021,4.7354,shrubland
36.01000123,-4.784202624,2021,5.2548,cropland
36.01269617,-4.7804297,2021,8.194,cropland
36.01539112,-4.785011108,2021,5.4842,cropland
36.01431314,-4.754827715,2021,24.5838,forest
36.01027072,-4.748359845,2021,3.5042,cropland
36.01566061,-4.749976812,2021,3.4321,wooded_grassland
36.01754707,-4.756714177,2021,35.2962,forest
36.01323516,-4.74809035,2021,3.3831,thicket
36.01350466,-4.755905693,2021,16.74405,forest
