latitude,longitude,year,SOC,bushland,cropland,forest,grassland,mangrove,shrubland,thicket,wooded_grassland,woodland,SR_B2,SR_B3,SR_B4,SR_B5,SR_B6,SR_B7,EVI,ST_B10
1.386684388,35.19235465,2021.0,9.4198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0444475,0.10822000000000001,0.10380625000000002,0.2596625,0.23828125,0.17305125,0.17343268717984756,284.87313104
1.383180959,35.19585808,2021.0,8.0764,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.126205,0.19986375,0.24786499999999997,0.3785175,0.41725125,0.34577874999999997,0.19253752254893663,287.61267406999997
1.383180959,35.19585808,2021.0,8.0764,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028910000000000005,0.08257624999999999,0.076815,0.30833750000000004,0.232905,0.14555125000000002,0.3679440120278672,294.8981837
1.383180959,35.19585808,2021.0,8.0764,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2396425,0.26990625,0.28002625000000003,0.4056325,0.20761875,0.19818625,0.24371785050666572,212.59738913
1.383180959,35.19585808,2021.0,8.0764,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08522999999999997,0.15650999999999998,0.1605525,0.34978000000000004,0.3164225,0.21354499999999998,0.28261976736544664,287.88098864
1.383180959,35.19585808,2021.0,8.0764,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19041750000000002,0.24237874999999998,0.24087999999999998,0.33702000000000004,0.19358,0.16958625,0.18338834897071665,231.15723773000002
1.383180959,35.19585808,2021.0,8.0764,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.134895,0.19253499999999998,0.2070825,0.3372125,0.29924875,0.23708500000000002,0.2246969969383681,284.00495395999997
1.381025002,35.1953191,2021.0,5.0463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.43905875000000005,0.46257125,0.4870325,0.5816325,0.5446725000000001,0.4731725,0.1885945589854079,277.24240139
1.381025002,35.1953191,2021.0,5.0463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0674925,0.12064999999999998,0.12891375,0.30630250000000003,0.29599,0.20672500000000002,0.2437355827099134,293.51217659
1.381025002,35.1953191,2021.0,5.0463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.28882625,0.3058075,0.313095,0.41155875,0.20888375,0.19826875000000002,0.2178473273891623,229.93358657
1.381025002,35.1953191,2021.0,5.0463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16982000000000003,0.2586175,0.2643375,0.441795,0.316945,0.21060250000000003,0.2529080704834765,290.70085514
1.381025002,35.1953191,2021.0,5.0463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.27788124999999997,0.30018374999999997,0.3053125,0.39860625000000005,0.22238625,0.19290625,0.20379812248474174,231.10596743000002
1.381025002,35.1953191,2021.0,5.0463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.018955,0.09499249999999998,0.09243499999999999,0.2697825,0.26304500000000003,0.18541249999999998,0.2115814307648138,284.90047519999996
1.413633847,35.18831224,2021.0,7.72245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.03194875000000001,0.12173625,0.12086999999999999,0.21960875,0.21850874999999997,0.17626875000000003,0.13658204479791936,291.16741487
1.413633847,35.18831224,2021.0,7.72245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.54899,0.5672775,0.5825675,0.66780375,0.56467875,0.47007875,0.19748976343479813,284.49202181
1.413633847,35.18831224,2021.0,7.72245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.10051999999999998,0.1454275,0.15817375,0.2701950000000001,0.1540075,0.12955999999999998,0.19734234043886406,249.660689
1.413633847,35.18831224,2021.0,7.72245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4824400000000001,0.5011125000000001,0.49965500000000007,0.565985,0.38155625,0.24167750000000002,0.04720732658126174,274.24992488
1.413633847,35.18831224,2021.0,7.72245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5232775000000001,0.50934875,0.50445375,0.5474912500000001,0.26094125,0.26440625,0.15189765895808272,161.30999903
1.413633847,35.18831224,2021.0,7.72245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.15719750000000002,0.20068875,0.23208,0.39664,0.355885,0.29093,0.223043343218516,270.78576161
1.410669406,35.1901987,2021.0,6.6298,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23524250000000002,0.2838625,0.29755750000000003,0.4240025,0.37906750000000006,0.32205999999999996,0.21875862331458798,280.90480981999997
1.410669406,35.1901987,2021.0,6.6298,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15946625,0.21344875,0.21923749999999997,0.36747625000000006,0.33114875,0.2574075,0.2064839426895323,293.05245290000005
1.410669406,35.1901987,2021.0,6.6298,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07973000000000002,0.12483,0.133025,0.329265,0.1704525,0.15109250000000002,0.21804781213042748,248.16017821999998
1.410669406,35.1901987,2021.0,6.6298,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10237625000000002,0.16889875000000001,0.18553625,0.3686725,0.37968625,0.27447125,0.2167847231498219,296.56788646999996
1.410669406,35.1901987,2021.0,6.6298,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50532,0.4887925000000001,0.4862075,0.5384162499999999,0.25353000000000003,0.2537775,0.19027343708456917,162.65157188
1.410669406,35.1901987,2021.0,6.6298,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115865,0.18956499999999998,0.21437,0.37505249999999996,0.32117999999999997,0.2708,0.19606862818621937,267.83088332
1.412555869,35.19720556,2021.0,7.1509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1878325,0.2112625,0.218385,0.3316575,0.29787375,0.24076999999999998,0.22947772050164267,284.39460824
1.412555869,35.19720556,2021.0,7.1509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05665749999999997,0.10602,0.0866325,0.20512999999999998,0.12428,0.06727250000000001,0.22788090327357333,290.39323334
1.412555869,35.19720556,2021.0,7.1509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.24475750000000002,0.25848,0.2720925,0.37752749999999996,0.17092000000000002,0.16690500000000003,0.22670516622444195,246.21190682
1.412555869,35.19720556,2021.0,7.1509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4504575,0.3377625,0.36201750000000005,0.44385749999999996,0.2953025,0.17801499999999998,0.3502527940393826,256.07289452
1.412555869,35.19720556,2021.0,7.1509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.51504125,0.5049625000000001,0.4991737500000001,0.5496362499999999,0.2548775,0.2543275,0.18230545585611163,156.30772675999998
1.412555869,35.19720556,2021.0,7.1509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.12190124999999999,0.19070625,0.208485,0.344115,0.32399875,0.24758999999999998,0.21501142203419854,278.89330505
1.409860923,35.19046819,2021.0,12.5613,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.12081499999999999,0.17745125,0.19774625,0.3235175,0.2984375,0.23206625,0.19858375146519125,288.4893962
1.409860923,35.19046819,2021.0,12.5613,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.26820125000000006,0.295935,0.30557375000000003,0.40432625,0.32988375000000003,0.24350625000000004,0.19962993321518135,291.93646937
1.409860923,35.19046819,2021.0,12.5613,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.16564,0.2063125,0.2242425,0.336085,0.268545,0.1945425,0.23232006802340532,246.69726566
1.409860923,35.19046819,2021.0,12.5613,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.24703999999999998,0.33432500000000004,0.36369500000000005,0.522205,0.5359275000000001,0.375025,0.1651948842874543,293.90012186
