longitude,latitude,year,SOC,LC,elev,slope,aspect,roughness,twi,SR_B2-1,SR_B3-1,SR_B4-1,SR_B5-1,SR_B6-1,SR_B7-1,EVI-1,ST_B10-1,VV-1,VH-1,VV/VH-1,prec-1,SR_B2,SR_B3,SR_B4,SR_B5,SR_B6,SR_B7,EVI,ST_B10,VV,VH,VV/VH,prec
35.21714816,1.358656951,2021,12.03,cropland,1629,2.7810691080964918,270.6605834960937,12.792325019836426,0.217633455991745,0.5584500000000001,0.5495399999999999,0.5388425000000001,0.5686800000000001,0.3507699999999999,0.280205,0.2102508307113249,263.92408646,0.1132910822790882,0.0310342787630678,3.650514424517886,14.74302864074707,0.0972474999999999,0.138965,0.170425,0.3336375,0.244675,0.2234725,0.2219510655754948,271.40955026,0.0993872759259319,0.0289144839016398,3.437283413531563,7.368046283721924
35.21849563,1.363777349,2021,6.40645,wooded_grassland,1607,0.9274099368611016,45.882808685302734,9.398311614990234,0.574997067451477,0.4159175,0.42821,0.4242775,0.4840625,0.3027825,0.2228399999999999,0.2347656288523555,280.83644942,0.0605830413154817,0.020189968928558,3.000650547301688,14.74302864074707,0.0529724999999999,0.1146687499999999,0.1433925,0.29490375,0.25782,0.2159925,0.21106886888709,278.11057846999995,0.0525083187508908,0.0171646157612064,3.059102486265035,7.368046283721924
35.21580068,1.362968865,2021,7.3774,cropland,1626,4.141576474201847,235.50634765625,9.520270347595217,-0.9814465045928956,0.429915,0.433105,0.4299425,0.489975,0.272285,0.2005925,0.2669720672514897,262.18089626,0.1145557637752745,0.0259094364267416,4.421391569020739,14.74302864074707,0.0413675,0.0953499999999999,0.102115,0.2312,0.1881625,0.1570325,0.1912891571048557,268.14875918,0.0903734943692238,0.0248079037644958,3.642931511954787,7.368046283721924
35.22199906,1.364585832,2021,12.3747,bushland,1599,2.6218810081481934,18.627342224121094,9.895992279052734,-0.1607092320919037,0.2107125,0.2544925,0.2599375,0.423645,0.2844675,0.2101625,0.2788877650843129,263.7771116,0.0869813645805139,0.0266535360457297,3.263408068305805,14.74302864074707,0.1527974999999999,0.207055,0.2467925,0.39169,0.3259375,0.2827075,0.2083993808626897,265.93730024,0.0909927070715959,0.0189805086300222,4.79400783431426,7.368046283721924
35.22388552,1.365663811,2021,15.05005,wooded_grassland,1607,3.3409820499926544,317.5881652832031,8.459078788757324,-0.2168720662593841,0.3923224999999999,0.4036249999999999,0.40016,0.4658025,0.2250125,0.192205,0.2715654952076677,265.53397388,0.080859858715798,0.0231883793257719,3.48708538789207,14.74302864074707,0.30149,0.3325925,0.3488725,0.4719625,0.347745,0.28059,0.2347343691390438,265.36307288,0.0709233013202378,0.0203661000971452,3.4824193626633084,7.368046283721924
35.21876512,1.358926446,2021,11.98275,wooded_grassland,1626,1.854855458331198,17.3504638671875,8.85614013671875,-1.290338158607483,0.333115,0.34660375,0.35127875,0.45318,0.23745625,0.1795412499999999,0.2132437665875123,265.92191915,0.1003744114901172,0.0277699776481811,3.614493780361087,14.74302864074707,0.04332,0.1512299999999999,0.162175,0.3103174999999999,0.2614225,0.224325,0.1848574749735422,276.43062164,0.0816720218361896,0.0232811176493305,3.5080799412797097,7.368046283721924
35.22361603,1.363507854,2021,5.48505,wooded_grassland,1602,4.628672628852383,259.8412475585937,7.341985702514648,5.349394798278809,0.20018,0.289555,0.28257,0.4191075,0.2293575,0.2081549999999999,0.1833030526524076,269.68686818,0.1119139541612471,0.0190178380878374,5.884683298088432,14.74302864074707,0.1851924999999999,0.239395,0.24968,0.3913875,0.3511275,0.2843575,0.1752248875562216,264.85036988,0.1067400916222866,0.014894109895073,7.166597559320825,7.368046283721924
35.2201126,1.360812908,2021,6.64395,bushland,1620,3.929393878517543,10.09758758544922,8.427456855773926,-1.2927439212799072,0.1086599999999999,0.170315,0.184615,0.3451599999999999,0.1917924999999999,0.176035,0.2372655190286615,278.59081028,0.0773770929735888,0.0225031324781423,3.43850319722139,14.74302864074707,0.0199037499999999,0.0750687499999999,0.1063912499999999,0.2420624999999999,0.226965,0.1706725,0.1992249870186573,278.33104076,0.0688141322639253,0.0200472283487466,3.4326008097886294,7.368046283721924
35.21849563,1.361351897,2021,8.9476,grassland,1618,1.311626285495904,0.904266357421875,8.459304809570312,-0.7459242343902588,0.28596625,0.3196125,0.32408125,0.4270549999999999,0.2271575,0.196385,0.2242153367841268,265.6057523,0.0746594365467706,0.01149679067792,6.493937189806933,14.74302864074707,0.0691149999999999,0.12300125,0.14343375,0.25419,0.22453125,0.18339125,0.1757364085364733,273.21939185,0.0753567193865264,0.0111036693917304,6.786650135913533,7.368046283721924
35.22361603,1.359465435,2021,5.6704,wooded_grassland,1610,7.028402099126778,17.489639282226562,14.37485408782959,-0.5082460045814514,0.1608824999999999,0.20139,0.2123074999999999,0.3657575,0.230925,0.1856324999999999,0.2467652560123855,265.44510536,0.0852710461052109,0.01883160948628,4.528080627804869,14.74302864074707,0.106735,0.1666987499999999,0.1895099999999999,0.3014075,0.2500375,0.20616125,0.178612861206914,271.70862701,0.0726691432503138,0.0168618663024682,4.309673789767646,7.368046283721924
35.21687866,1.387223378,2021,9.76105,wooded_grassland,1575,3.819530218696924,49.78665542602539,7.673182010650635,1.8994865417480469,0.2143425,0.2374975,0.2499825,0.3664175,0.242255,0.2136275,0.2248704485397576,259.9831094,0.0631820657746664,0.0161217608487772,3.919054895263408,14.74302864074707,0.253805,0.30631625,0.3214687499999999,0.42159625,0.2449225,0.2103275,0.2132629052359943,260.09590406,0.0478657737530754,0.0157662666250882,3.035961200662973,7.368046283721924
35.21418372,1.386145399,2021,5.2672,wooded_grassland,1583,3.819528535929339,71.43147277832031,9.726021766662598,0.5169142484664917,0.44328,0.4534825,0.4543487499999999,0.53019375,0.39698375,0.31415375,0.2609923891582913,267.62751113,0.1057124724902136,0.0343484282774199,3.0776509375163204,14.74302864074707,0.1656949999999999,0.187695,0.2132975,0.3708725,0.2438225,0.209805,0.2145870517605066,250.14262982,0.1084073134923076,0.0354291196161763,3.059836503609046,7.368046283721924
35.2098718,1.390726807,2021,11.498,bushland,1587,3.81854571475423,334.849853515625,9.364331245422363,-0.7093427181243896,0.41644,0.4181725,0.418805,0.47705,0.3508524999999999,0.26145,0.2074002272879202,263.6233007,0.1018503005156898,0.030987463814997,3.286822733340227,14.74302864074707,0.17745125,0.20833375,0.24105875,0.35603625,0.26283875,0.21701,0.1919852926181124,257.25894746,0.1055162135574291,0.0331989177093964,3.178302813394563,7.368046283721924
35.21148877,1.384528432,2021,9.5293,bushland,1593,1.8543341688295631,84.49851989746094,3.846832752227783,0.0599660351872444,0.36485,0.36786125,0.370625,0.451805,0.2701125,0.22343125,0.2141815990850047,266.46538433,0.0895794304561013,0.0213938051146855,4.187166797860116,14.74302864074707,0.17587,0.22257875,0.23487125,0.376235,0.2761625,0.22260625,0.2146606908799782,255.85072322,0.0670418339375165,0.016189089160831,4.141173927173237,7.368046283721924
35.21391422,1.386953883,2021,4.0487,bushland,1585,2.931197555151326,83.86807250976562,9.96333122253418,0.1388261914253235,0.4040375,0.4278525,0.4313174999999999,0.523965,0.4623649999999999,0.37134,0.2072903343687191,273.88419674,0.1025505324597611,0.0280978446827978,3.6497650840295575,14.74302864074707,0.0928749999999999,0.17554,0.2154424999999999,0.3470025,0.2919475,0.229165,0.2241458956797692,269.64585194,0.0836243485916052,0.0287609936328432,2.907561180226798,7.368046283721924
35.21094978,1.38560641,2021,11.15705,wooded_grassland,1595,0.9276811272510296,82.70790100097656,3.988747596740722,-0.536435067653656,0.4136625,0.40753,0.410775,0.4755925,0.3038,0.2271024999999999,0.1941103364017449,270.34654604,0.0730952223817713,0.0235261487034752,3.106977827228217,14.74302864074707,0.18053125,0.21856375,0.23484375,0.39918375,0.3160375,0.258425,0.2098537206878574,260.77096301,0.0685136190808345,0.0163943224223513,4.179106480632953,7.368046283721924
35.21041079,1.386145399,2021,11.8023,wooded_grassland,1598,2.621892837311341,64.7331314086914,3.7206859588623047,-0.4543672204017639,0.3901775,0.3974375,0.39642,0.4629975,0.30358,0.224765,0.215042143937756,270.34654604,0.0718257171528761,0.0208261656609662,3.4488209842437048,14.74302864074707,0.1533475,0.19886,0.2267725,0.35732875,0.3116925,0.25527625,0.2234650853748689,261.11618303,0.0667886672012356,0.016813316702384,3.972367164877431,7.368046283721924
35.21768715,1.392343775,2021,7.35775,wooded_grassland,1572,2.7802885155287558,151.9689178466797,7.029748916625977,-0.1418317109346389,0.2247374999999999,0.268985,0.2740175,0.4240575,0.30446,0.2197875,0.1974467006066279,254.08018886,0.1072754624719721,0.0240382545235048,4.462697670792911,14.74302864074707,0.235545,0.261065,0.2777025,0.395705,0.3079525,0.247865,0.2181048280892272,246.90234686,0.092783840125435,0.0245724642570603,3.775927361407219,7.368046283721924
35.21121928,1.383180959,2021,15.57555,cropland,1592,0.0,75.46297454833984,3.3456857204437256,0.1671408116817474,0.36046375,0.37030875,0.3708725,0.45509125,0.29374875,0.24298375,0.2005520501296179,270.37559921,0.1134253273376831,0.0297018940664519,3.8187910536586336,14.74302864074707,0.1787575,0.2180825,0.255235,0.3881975,0.3080624999999999,0.2657675,0.2105267741289374,249.3701573,0.0863828063546478,0.0227792684438557,3.792167714584696,7.368046283721924
35.21256675,1.388840345,2021,9.94965,wooded_grassland,1588,2.9311997206295777,56.633060455322266,5.899696350097656,-0.4971819221973419,0.2521825,0.28433,0.288455,0.3873175,0.2355175,0.2120325,0.2014840886417899,275.48041208,0.0832666558598665,0.0263189227564527,3.163756230845415,14.74302864074707,0.2192925,0.24517,0.26167,0.3634475,0.2754475,0.2244074999999999,0.1937196826360826,265.06570514,0.0731709130741647,0.0203904147862466,3.5884955672171275,7.368046283721924
35.20717686,1.403662547,2021,10.77635,wooded_grassland,1573,2.9312162150746737,8.891975402832031,10.624457359313965,1.404186129570007,0.3342425,0.3608349999999999,0.3660049999999999,0.4872249999999999,0.22416,0.16135,0.1855725065616798,245.46336044,0.0904987897488586,0.0292537789728968,3.093576041328008,15.8474760055542,0.25375,0.2570225,0.2988775,0.422985,0.3559675,0.29874,0.2089936792155553,273.85685258,0.0788609734337956,0.0235802155037997,3.344370343904947,7.460942268371582
35.21229725,1.407704966,2021,6.9544,cropland,1567,2.073528030301909,322.35015869140625,7.6147141456604,-1.2605735063552856,0.182085,0.2251225,0.234445,0.3963925,0.3030575,0.2298525,0.2328772540335336,248.91897866,0.0942683910940332,0.0284989782669605,3.3077814303020268,15.8474760055542,0.11867,0.18883625,0.22587875,0.3642175,0.3173162499999999,0.25260875,0.2307008126125909,280.3374185,0.0855705403099112,0.0217381509331161,3.936422217933549,7.460942268371582
35.2098718,1.409321933,2021,14.06785,wooded_grassland,1556,2.0731531124804183,108.29132080078124,5.975278377532959,3.215439558029175,0.117955,0.1726937499999999,0.18820375,0.34349625,0.2053225,0.17052125,0.168113414595961,265.61429735,0.0798501518445362,0.0216507059500863,3.688108463004548,15.8474760055542,0.0466749999999999,0.1419349999999999,0.1841749999999999,0.3423275,0.2733025,0.213215,0.2143382977518546,280.49806544,0.0735239875420799,0.0205309077222852,3.581136720139914,7.460942268371582
35.21660917,1.412825363,2021,10.0731,wooded_grassland,1553,2.7802885155287558,315.66436767578125,6.346374034881592,2.6693358421325684,0.06085125,0.10735375,0.1162499999999999,0.24655875,0.1569225,0.13792,0.1972250545298373,274.01579051,0.1002631704361741,0.0300282448709376,3.338962062788162,15.8474760055542,0.1253524999999999,0.1819474999999999,0.1959175,0.4088225,0.285705,0.2395875,0.216270687182667,276.82711196,0.1028848380243058,0.0263515098209348,3.904324219880922,7.460942268371582
35.21526169,1.410938901,2021,8.3518,bushland,1554,0.0,48.06442642211914,6.6758294105529785,3.398115873336792,0.2053775,0.23593,0.2459124999999999,0.35022,0.197045,0.16025,0.20245647926591,253.44101912,0.0763133998501788,0.0227434383527094,3.35540293717671,15.8474760055542,0.0562449999999999,0.1367375,0.1656675,0.3746124999999999,0.3009949999999999,0.239945,0.2241860760297009,274.67375936,0.0734939194934123,0.0207295344635244,3.54537240683005,7.460942268371582
35.21445321,1.40501002,2021,4.82325,wooded_grassland,1567,3.341020476635014,73.29884338378906,11.064929008483888,-0.7579777240753174,0.37189,0.3792875,0.387895,0.4967675,0.3201624999999999,0.2307874999999999,0.2035276743557214,253.71787874,0.0608731828592798,0.0197203220626398,3.086824985206714,15.8474760055542,0.0337912499999999,0.10922375,0.14947,0.28027375,0.27026375,0.2010462499999999,0.1961542670877236,280.33912751,0.0516001199987063,0.0132133851539051,3.9051400831569767,7.460942268371582
35.21418372,1.410938901,2021,5.4929,cropland,1557,3.8195662925473215,340.0616455078125,6.496676921844482,-1.2978858947753906,0.163715,0.22692375,0.23366125,0.3772525,0.24589875,0.2076325,0.1890986775627723,266.19706976,0.0727062577053894,0.024976325124691,2.9110070173419422,15.8474760055542,0.2204199999999999,0.25280125,0.27331625,0.43545625,0.326295,0.277675,0.2163199469554237,278.22337313,0.083214189762582,0.0231378126788763,3.5964587888012605,7.460942268371582
