longitude,latitude,year,LC,siteid,site,SOC
34.83958624,2.707746845,2022,wooded_grassland,lokiriama_17_5,lokiriama,6.61645
34.83931675,2.707207856,2022,woodland,lokiriama_17_6,lokiriama,13.18155
34.83850826,2.706938361,2022,woodland,lokiriama_17_7,lokiriama,4.3572
34.83904725,2.707746845,2022,wooded_grassland,lokiriama_17_8,lokiriama,3.7658
34.83904725,2.708285834,2022,wooded_grassland,lokiriama_17_9,lokiriama,2.7131
34.80940285,2.68160587,2021,shrubland,lokiriama_1_1,lokiriama,7.3331
34.80778588,2.673521033,2021,bushland,lokiriama_1_10,lokiriama,3.1868
34.80967234,2.679449914,2021,bushland,lokiriama_1_3,lokiriama,4.76305
34.8021265,2.676754968,2021,bushland,lokiriama_1_4,lokiriama,7.1481
34.80482144,2.678910925,2021,bushland,lokiriama_1_5,lokiriama,5.8616
34.80293498,2.678910925,2021,bushland,lokiriama_1_6,lokiriama,6.2549
34.80832487,2.674060022,2021,bushland,lokiriama_1_7,lokiriama,3.8494
34.81048083,2.675946484,2021,bushland,lokiriama_1_8,lokiriama,3.97735
34.80724689,2.682414354,2021,bushland,lokiriama_1_9,lokiriama,5.8033
34.80428245,2.69804504,2021,bushland,lokiriama_2_1,lokiriama,3.43875
34.80616891,2.696428073,2021,bushland,lokiriama_2_10,lokiriama,3.6975
34.80994184,2.697506051,2021,bushland,lokiriama_2_2,lokiriama,4.985
34.80832487,2.696967062,2021,wooded_grassland,lokiriama_2_3,lokiriama,3.62745
34.80536043,2.698584029,2021,bushland,lokiriama_2_4,lokiriama,4.01165
34.80050953,2.699662008,2021,shrubland,lokiriama_2_5,lokiriama,4.3852
34.80536043,2.703165437,2021,wooded_grassland,lokiriama_2_6,lokiriama,3.6134
34.80967234,2.6950806,2021,wooded_grassland,lokiriama_2_7,lokiriama,5.0395
34.80347397,2.704243416,2021,bushland,lokiriama_2_9,lokiriama,6.5741
34.80482144,2.724725004,2021,bushland,lokiriama_3_8,lokiriama,4.51755
34.80536043,2.738738722,2021,bushland,lokiriama_4_1,lokiriama,3.0694
34.80805538,2.739008217,2021,bushland,lokiriama_4_10,lokiriama,6.9098
34.81048083,2.737930239,2021,bushland,lokiriama_4_2,lokiriama,24.8711
34.8120978,2.740625185,2021,wooded_grassland,lokiriama_4_3,lokiriama,7.6924
34.80859437,2.738738722,2021,bushland,lokiriama_4_4,lokiriama,5.433
34.8118283,2.741972657,2021,wooded_grassland,lokiriama_4_5,lokiriama,9.2232
34.8118283,2.737660744,2021,bushland,lokiriama_4_6,lokiriama,13.944
34.81317577,2.734965798,2021,wooded_grassland,lokiriama_4_7,lokiriama,3.84015
34.81155881,2.740894679,2021,bushland,lokiriama_4_8,lokiriama,5.1343
34.80859437,2.740086195,2021,bushland,lokiriama_4_9,lokiriama,4.008
34.82853696,2.676485473,2021,bushland,lokiriama_5_8,lokiriama,4.10305
34.82934545,2.694811105,2021,bushland,lokiriama_6_10,lokiriama,15.36365
34.82503354,2.699392513,2021,wooded_grassland,lokiriama_6_15,lokiriama,3.53855
34.82557252,2.701817964,2021,wooded_grassland,lokiriama_6_2,lokiriama,6.9534
34.8317709,2.701278975,2021,wooded_grassland,lokiriama_6_5,lokiriama,4.55985
34.82934545,2.699123018,2021,bushland,lokiriama_6_7,lokiriama,25.2778
34.82557252,2.703434932,2021,wooded_grassland,lokiriama_6_8,lokiriama,5.0455
34.82449455,2.708285834,2021,bushland,lokiriama_7_4,lokiriama,8.4403
34.82341657,2.713406231,2021,bushland,lokiriama_7_9,lokiriama,3.4163
34.12542559,2.297037097,2022,wooded_grassland,matany_10_1,matany,6.966
34.12623408,2.289760743,2022,wooded_grassland,matany_10_10,matany,12.6357
34.13135447,2.291108216,2022,wooded_grassland,matany_10_2,matany,13.83085
34.12919852,2.295150635,2022,cropland,matany_10_3,matany,8.7612
34.12946801,2.291108216,2022,wooded_grassland,matany_10_4,matany,9.2243
34.1248866,2.294342151,2022,cropland,matany_10_5,matany,8.88945
34.12623408,2.288143776,2022,wooded_grassland,matany_10_6,matany,15.23895
34.12919852,2.291108216,2022,grassland,matany_10_7,matany,10.1208
34.13431891,2.293264173,2022,grassland,matany_10_8,matany,12.6526
34.12677306,2.292725184,2022,cropland,matany_10_9,matany,9.4056
34.13351043,2.319135653,2022,grassland,matany_11_1,matany,12.4356
34.13297144,2.318327169,2022,wooded_grassland,matany_11_10,matany,12.53105
34.12758155,2.318057675,2022,wooded_grassland,matany_11_2,matany,12.8733
34.12973751,2.318866159,2022,grassland,matany_11_3,matany,13.2767
34.13189346,2.321561105,2022,grassland,matany_11_4,matany,10.6631
34.13027649,2.317518686,2022,wooded_grassland,matany_11_5,matany,13.5126
34.13027649,2.322100094,2022,grassland,matany_11_7,matany,14.0361
34.12758155,2.320213632,2022,grassland,matany_11_8,matany,13.6371
34.13458841,2.319944137,2022,grassland,matany_11_9,matany,12.8807
34.13458841,2.33773078,2022,grassland,matany_12_1,matany,14.5776
34.13566639,2.341503704,2022,grassland,matany_12_10,matany,12.8448
34.13728335,2.339617242,2022,grassland,matany_12_2,matany,13.7809
34.13404942,2.338000274,2022,grassland,matany_12_3,matany,15.1904
34.13809184,2.343929155,2022,grassland,matany_12_4,matany,11.2315
34.13270195,2.338269769,2022,grassland,matany_12_5,matany,12.8957
34.14024779,2.340156231,2022,wooded_grassland,matany_12_6,matany,12.2903
34.13566639,2.342312188,2022,grassland,matany_12_7,matany,12.5299
34.13943931,2.339617242,2022,grassland,matany_12_8,matany,13.51315
34.13620538,2.341234209,2022,grassland,matany_12_9,matany,12.8302
34.15156657,2.27547753,2022,grassland,matany_13_1,matany,14.9021
34.15722595,2.268201177,2022,wooded_grassland,matany_13_10,matany,15.6952
34.15291404,2.276555509,2022,grassland,matany_13_2,matany,13.62355
34.1599209,2.273321574,2022,grassland,matany_13_3,matany,10.5753
34.15587848,2.271704606,2022,grassland,matany_13_4,matany,13.486
34.15102758,2.268470671,2022,grassland,matany_13_5,matany,10.63475
34.15021909,2.27547753,2022,grassland,matany_13_6,matany,13.02905
34.15938191,2.274669047,2022,wooded_grassland,matany_13_7,matany,11.79735
34.15372252,2.27547753,2022,grassland,matany_13_8,matany,14.23775
34.15399202,2.274399552,2022,grassland,matany_13_9,matany,13.2595
34.14860213,2.289221754,2022,grassland,matany_14_1,matany,11.85725
34.15749545,2.289491249,2022,grassland,matany_14_10,matany,11.69335
34.14860213,2.292725184,2022,grassland,matany_14_2,matany,12.1314
34.15453101,2.290569227,2022,grassland,matany_14_3,matany,10.1245
34.15453101,2.290030238,2022,grassland,matany_14_4,matany,10.2483
34.15372252,2.289760743,2022,grassland,matany_14_5,matany,11.21825
34.15210556,2.290030238,2022,grassland,matany_14_6,matany,10.61365
34.15129707,2.288682765,2022,grassland,matany_14_7,matany,11.6074
34.15560899,2.288143776,2022,wooded_grassland,matany_14_8,matany,8.80385
34.1548005,2.289491249,2022,grassland,matany_14_9,matany,11.28795
34.15641747,2.304582946,2022,grassland,matany_15_1,matany,10.4675
34.15453101,2.305660924,2022,grassland,matany_15_10,matany,8.666
34.1596514,2.305121935,2022,grassland,matany_15_11,matany,11.9535
34.15668696,2.302696484,2022,grassland,matany_15_2,matany,9.856
34.15641747,2.309972837,2022,wooded_grassland,matany_15_3,matany,8.2554
34.16019039,2.302965978,2022,grassland,matany_15_4,matany,12.8869
34.15722595,2.301349011,2022,grassland,matany_15_5,matany,11.55
34.15399202,2.307816881,2022,grassland,matany_15_6,matany,9.92665
34.15938191,2.311050816,2022,grassland,matany_15_7,matany,11.85985
34.15560899,2.309164354,2022,wooded_grassland,matany_15_8,matany,10.21375
34.15668696,2.333418866,2022,grassland,matany_16_1,matany,12.3851
34.15695646,2.332879877,2022,wooded_grassland,matany_16_10,matany,11.39455
34.16126837,2.335035834,2022,grassland,matany_16_2,matany,12.7802
34.15884292,2.335574823,2022,grassland,matany_16_3,matany,13.02405
34.16099888,2.342042693,2022,grassland,matany_16_4,matany,12.15875
34.16019039,2.33422735,2022,grassland,matany_16_5,matany,14.2315
34.16045989,2.336652801,2022,grassland,matany_16_6,matany,13.1829
34.15560899,2.336113812,2022,grassland,matany_16_7,matany,13.95145
34.16180736,2.335035834,2022,grassland,matany_16_8,matany,14.38635
34.16261584,2.332340888,2022,grassland,matany_16_9,matany,13.69435
34.09847613,2.265236736,2022,woodland,matany_1_1,matany,12.8881
34.0952422,2.272782585,2022,woodland,matany_1_10,matany,13.29885
34.09955411,2.270087639,2022,wooded_grassland,matany_1_2,matany,13.6811
34.09658967,2.267123198,2022,woodland,matany_1_3,matany,13.9576
34.09820664,2.270896122,2022,woodland,matany_1_4,matany,13.95915
34.09389473,2.265236736,2022,wooded_grassland,matany_1_5,matany,13.81475
34.09119978,2.271165617,2022,wooded_grassland,matany_1_6,matany,15.9896
34.09362523,2.274399552,2022,grassland,matany_1_7,matany,13.0463
34.09578119,2.268470671,2022,wooded_grassland,matany_1_8,matany,14.3738
34.09847613,2.26604522,2022,woodland,matany_1_9,matany,14.2698
34.08176747,2.290030238,2022,wooded_grassland,matany_2_10,matany,14.1776
34.0901218,2.298654065,2022,grassland,matany_2_2,matany,12.4917
34.08796584,2.296228614,2022,cropland,matany_2_3,matany,18.39815
34.08688787,2.294611646,2022,cropland,matany_2_4,matany,17.2171
34.08634888,2.295689624,2022,grassland,matany_2_5,matany,13.28185
34.08580989,2.297845581,2022,grassland,matany_2_6,matany,17.9957
34.08338444,2.2919167,2022,wooded_grassland,matany_2_7,matany,16.2506
34.08338444,2.29542013,2022,grassland,matany_2_8,matany,13.8419
34.08176747,2.29838457,2022,wooded_grassland,matany_2_9,matany,18.01525
34.08607938,2.318057675,2022,wooded_grassland,matany_3_1,matany,11.8264
34.09362523,2.316710202,2022,grassland,matany_3_10,matany,13.8412
34.08446241,2.315632224,2022,grassland,matany_3_2,matany,11.79735
34.09389473,2.313476267,2022,wooded_grassland,matany_3_3,matany,11.4092
34.08931332,2.315093234,2022,wooded_grassland,matany_3_4,matany,12.2388
34.08607938,2.317518686,2022,grassland,matany_3_5,matany,12.92755
34.08877433,2.315901718,2022,grassland,matany_3_6,matany,12.99645
34.08850483,2.318866159,2022,grassland,matany_3_7,matany,12.04975
34.08985231,2.320483126,2022,wooded_grassland,matany_3_8,matany,12.17045
34.09119978,2.318866159,2022,wooded_grassland,matany_3_9,matany,13.14705
34.08769635,2.339617242,2022,cropland,matany_4_1,matany,13.51715
34.09389473,2.339078253,2022,grassland,matany_4_10,matany,10.9958
34.08796584,2.342042693,2022,grassland,matany_4_2,matany,17.71085
34.09200826,2.33719179,2022,cropland,matany_4_3,matany,8.3196
34.09443371,2.337461285,2022,grassland,matany_4_4,matany,15.4027
34.08877433,2.339347747,2022,cropland,matany_4_5,matany,10.9873
34.08850483,2.340964715,2022,wooded_grassland,matany_4_6,matany,11.33405
34.09578119,2.338000274,2022,wooded_grassland,matany_4_7,matany,16.21
34.09119978,2.33719179,2022,cropland,matany_4_8,matany,10.8251
34.09551169,2.33773078,2022,wooded_grassland,matany_4_9,matany,11.1851
34.10844743,2.266853704,2022,wooded_grassland,matany_5_1,matany,17.7751
34.10763895,2.266853704,2022,woodland,matany_5_10,matany,16.74725
34.10871693,2.271165617,2022,woodland,matany_5_2,matany,14.0583
34.11222036,2.264967242,2022,wooded_grassland,matany_5_3,matany,17.09435
34.11168137,2.26900966,2022,woodland,matany_5_4,matany,14.214
34.10709996,2.272782585,2022,grassland,matany_5_5,matany,13.72325
34.1103339,2.271165617,2022,woodland,matany_5_6,matany,14.00745
34.11275935,2.273860563,2022,wooded_grassland,matany_5_7,matany,15.7939
34.10575249,2.264967242,2022,wooded_grassland,matany_5_8,matany,14.2473
34.10817794,2.270626628,2022,woodland,matany_5_9,matany,14.77175
34.12300014,2.294342151,2022,wooded_grassland,matany_6_1,matany,12.46955
34.11707126,2.293803162,2022,cropland,matany_6_10,matany,10.7158
34.11814924,2.290030238,2022,grassland,matany_6_2,matany,11.61615
34.11976621,2.292994678,2022,grassland,matany_6_3,matany,11.31535
34.11949671,2.291108216,2022,wooded_grassland,matany_6_4,matany,12.8705
34.11680177,2.296767603,2022,cropland,matany_6_5,matany,11.76655
34.12407812,2.291377711,2022,wooded_grassland,matany_6_6,matany,11.92405
34.12407812,2.289760743,2022,wooded_grassland,matany_6_7,matany,13.05065
34.11787974,2.290569227,2022,wooded_grassland,matany_6_8,matany,15.7667
34.12273065,2.290030238,2022,wooded_grassland,matany_6_9,matany,14.32525
34.10979491,2.314284751,2022,wooded_grassland,matany_7_1,matany,11.39935
34.104944,2.310781321,2022,grassland,matany_7_10,matany,14.39095
34.10548299,2.31482374,2022,wooded_grassland,matany_7_2,matany,12.4781
34.10844743,2.308086375,2022,cropland,matany_7_3,matany,13.72625
34.10763895,2.313745762,2022,wooded_grassland,matany_7_4,matany,20.5912
34.10790844,2.307816881,2022,cropland,matany_7_5,matany,13.29255
34.10844743,2.308894859,2022,grassland,matany_7_6,matany,17.07305
34.10925592,2.30835587,2022,grassland,matany_7_7,matany,12.99685
34.10817794,2.311050816,2022,cropland,matany_7_8,matany,17.03595
34.11222036,2.308894859,2022,wooded_grassland,matany_7_9,matany,10.13595
34.10683047,2.338539263,2022,grassland,matany_8_1,matany,12.5326
34.11356783,2.330993415,2022,grassland,matany_8_10,matany,14.56275
34.10709996,2.336922296,2022,grassland,matany_8_2,matany,12.2098
34.11437631,2.338539263,2022,grassland,matany_8_3,matany,12.24675
34.11437631,2.334496845,2022,wooded_grassland,matany_8_4,matany,14.20395
34.10871693,2.336922296,2022,grassland,matany_8_5,matany,13.6371
34.10763895,2.338808758,2022,grassland,matany_8_6,matany,12.43
34.11599328,2.337461285,2022,grassland,matany_8_7,matany,12.5823
34.1100644,2.334496845,2022,wooded_grassland,matany_8_8,matany,13.2211
34.10709996,2.337461285,2022,grassland,matany_8_9,matany,12.33895
34.13431891,2.27547753,2022,grassland,matany_9_1,matany,11.5353
34.1351274,2.271435112,2022,grassland,matany_9_2,matany,12.04065
34.13108498,2.268740166,2022,grassland,matany_9_3,matany,12.447
34.12569509,2.272243595,2022,grassland,matany_9_4,matany,13.34955
34.12812054,2.27251309,2022,grassland,matany_9_5,matany,13.6285
34.13404942,2.273591068,2022,grassland,matany_9_6,matany,12.94845
34.13377992,2.266853704,2022,wooded_grassland,matany_9_7,matany,11.53105
34.13243245,2.270357133,2022,wooded_grassland,matany_9_8,matany,12.401
34.12758155,2.271165617,2022,grassland,matany_9_9,matany,15.40635
39.03507795,-0.136229513,2022,shrubland,mbalambala_10_1,mbalambala,3.38225
39.07900556,-0.165334928,2022,shrubland,mbalambala_10_1,mbalambala,3.38225
39.03831188,-0.129761643,2022,shrubland,mbalambala_10_10,mbalambala,8.5366
39.03426946,-0.132995578,2022,shrubland,mbalambala_10_2,mbalambala,4.10295
39.0771191,-0.166951896,2022,shrubland,mbalambala_10_2,mbalambala,4.10295
39.03588643,-0.135421029,2022,shrubland,mbalambala_10_3,mbalambala,2.98575
39.08304798,-0.159945036,2022,shrubland,mbalambala_10_3,mbalambala,2.98575
39.03507795,-0.128683664,2022,shrubland,mbalambala_10_4,mbalambala,4.0027
39.03480845,-0.136499007,2022,shrubland,mbalambala_10_5,mbalambala,3.2016
39.04127632,-0.130839621,2022,shrubland,mbalambala_10_6,mbalambala,4.0955
39.07819708,-0.168568863,2022,shrubland,mbalambala_10_6,mbalambala,4.0955
39.03507795,-0.130570127,2022,shrubland,mbalambala_10_7,mbalambala,3.513
39.07604112,-0.169107852,2022,shrubland,mbalambala_10_7,mbalambala,3.513
39.04154582,-0.134343051,2022,shrubland,mbalambala_10_8,mbalambala,3.97505
39.03480845,-0.132995578,2022,shrubland,mbalambala_10_9,mbalambala,3.9746
39.07631062,-0.16722139,2022,shrubland,mbalambala_10_9,mbalambala,3.9746
39.03777289,-0.106585108,2022,shrubland,mbalambala_11_1,mbalambala,5.464
39.07846657,-0.14781778,2022,shrubland,mbalambala_11_1,mbalambala,5.464
39.02995755,-0.10550713,2022,shrubland,mbalambala_11_10,mbalambala,5.2088
39.07577163,-0.142427888,2022,shrubland,mbalambala_11_10,mbalambala,5.2088
39.03373047,-0.107124098,2022,shrubland,mbalambala_11_2,mbalambala,5.3862
39.07765809,-0.146200812,2022,shrubland,mbalambala_11_2,mbalambala,5.3862
39.03480845,-0.108471571,2022,shrubland,mbalambala_11_3,mbalambala,4.32435
39.07631062,-0.143236372,2022,shrubland,mbalambala_11_3,mbalambala,4.32435
39.03507795,-0.108202076,2022,shrubland,mbalambala_11_4,mbalambala,4.65825
39.07927506,-0.145661823,2022,shrubland,mbalambala_11_4,mbalambala,4.65825
39.03480845,-0.109549549,2022,shrubland,mbalambala_11_5,mbalambala,5.39935
39.08089203,-0.144044856,2022,shrubland,mbalambala_11_5,mbalambala,5.39935
39.03049654,-0.103890163,2022,shrubland,mbalambala_11_6,mbalambala,4.21015
39.07523264,-0.146739802,2022,shrubland,mbalambala_11_6,mbalambala,4.21015
39.03130502,-0.10901056,2022,shrubland,mbalambala_11_7,mbalambala,3.6858
39.07442416,-0.147009296,2022,shrubland,mbalambala_11_7,mbalambala,3.6858
39.03184401,-0.110088538,2022,shrubland,mbalambala_11_8,mbalambala,3.78335
39.07577163,-0.150512726,2022,shrubland,mbalambala_11_8,mbalambala,3.78335
39.03103553,-0.106585108,2022,shrubland,mbalambala_11_9,mbalambala,5.6543
39.07846657,-0.142966877,2022,shrubland,mbalambala_11_9,mbalambala,5.6543
39.07092073,-0.119251354,2022,shrubland,mbalambala_12_1,mbalambala,4.7549
39.06930376,-0.118712365,2022,shrubland,mbalambala_12_10,mbalambala,5.4873
39.07172921,-0.11844287,2022,shrubland,mbalambala_12_2,mbalambala,8.7557
39.07496314,-0.116825903,2022,shrubland,mbalambala_12_3,mbalambala,5.40425
39.07388517,-0.11547843,2022,shrubland,mbalambala_12_4,mbalambala,6.0971
39.07253769,-0.116017419,2022,shrubland,mbalambala_12_5,mbalambala,4.98615
39.07631062,-0.115208935,2022,shrubland,mbalambala_12_6,mbalambala,4.93805
39.07011224,-0.116017419,2022,shrubland,mbalambala_12_7,mbalambala,4.88385
39.07011224,-0.119790343,2022,shrubland,mbalambala_12_8,mbalambala,3.5102
39.07550213,-0.113591968,2022,shrubland,mbalambala_12_9,mbalambala,6.3125
39.05987145,-0.154824639,2022,shrubland,mbalambala_13_1,mbalambala,5.73025
39.06418336,-0.154824639,2022,shrubland,mbalambala_13_10,mbalambala,6.2123
39.06472235,-0.151590704,2022,shrubland,mbalambala_13_2,mbalambala,6.4396
39.06310538,-0.155363628,2022,shrubland,mbalambala_13_3,mbalambala,5.49215
39.09760069,-0.190397924,2022,shrubland,mbalambala_13_3,mbalambala,5.49215
39.0571765,-0.15132121,2022,shrubland,mbalambala_13_4,mbalambala,4.6946
39.09867867,-0.187433484,2022,shrubland,mbalambala_13_4,mbalambala,4.6946
39.05636802,-0.155633123,2022,shrubland,mbalambala_13_5,mbalambala,5.08
39.1019126,-0.186894495,2022,shrubland,mbalambala_13_5,mbalambala,5.08
39.06175791,-0.153477166,2022,shrubland,mbalambala_13_6,mbalambala,4.7908
39.05987145,-0.155363628,2022,shrubland,mbalambala_13_8,mbalambala,8.5492
39.05690701,-0.155094134,2022,shrubland,mbalambala_13_9,mbalambala,6.19935
39.10002614,-0.189589441,2022,shrubland,mbalambala_13_9,mbalambala,6.19935
39.10730249,-0.163448466,2022,shrubland,mbalambala_14_1,mbalambala,2.80245
39.10487704,-0.160484026,2022,shrubland,mbalambala_14_10,mbalambala,2.92725
39.05448156,-0.132726083,2022,shrubland,mbalambala_14_2,mbalambala,3.9339
39.10622452,-0.161023015,2022,shrubland,mbalambala_14_3,mbalambala,2.8184
39.06014094,-0.129761643,2022,shrubland,mbalambala_14_4,mbalambala,6.2815
39.10379907,-0.162909477,2022,shrubland,mbalambala_14_5,mbalambala,5.82225
39.05340358,-0.132187094,2022,shrubland,mbalambala_14_6,mbalambala,6.74615
39.05582903,-0.130839621,2022,shrubland,mbalambala_14_7,mbalambala,4.6546
39.06041044,-0.107124098,2022,shrubland,mbalambala_15_1,mbalambala,3.1906
39.10433805,-0.149165253,2022,shrubland,mbalambala_15_1,mbalambala,3.1906
39.05906296,-0.104159657,2022,shrubland,mbalambala_15_10,mbalambala,4.6619
39.10245159,-0.149973737,2022,shrubland,mbalambala_15_10,mbalambala,4.6619
39.05636802,-0.10901056,2022,shrubland,mbalambala_15_2,mbalambala,4.5139
39.09921766,-0.147548285,2022,shrubland,mbalambala_15_2,mbalambala,4.5139
39.06094943,-0.10901056,2022,shrubland,mbalambala_15_3,mbalambala,6.80305
39.10406856,-0.142427888,2022,shrubland,mbalambala_15_3,mbalambala,6.80305
39.05771549,-0.111166516,2022,shrubland,mbalambala_15_4,mbalambala,3.97055
39.10326008,-0.142697383,2022,shrubland,mbalambala_15_4,mbalambala,3.97055
39.06121892,-0.107393592,2022,shrubland,mbalambala_15_5,mbalambala,3.62745
39.0970617,-0.146200812,2022,shrubland,mbalambala_15_5,mbalambala,3.62745
39.05852397,-0.103620668,2022,shrubland,mbalambala_15_6,mbalambala,4.4813
39.09625322,-0.14781778,2022,shrubland,mbalambala_15_6,mbalambala,4.4813
39.05960195,-0.106585108,2022,shrubland,mbalambala_15_7,mbalambala,6.59605
39.10460755,-0.142966877,2022,shrubland,mbalambala_15_7,mbalambala,6.59605
39.05475105,-0.111166516,2022,shrubland,mbalambala_15_8,mbalambala,3.80125
39.10379907,-0.15078222,2022,shrubland,mbalambala_15_8,mbalambala,3.80125
39.05636802,-0.110088538,2022,shrubland,mbalambala_15_9,mbalambala,2.73275
39.09760069,-0.141619405,2022,shrubland,mbalambala_15_9,mbalambala,2.73275
39.06391387,-0.091493412,2022,shrubland,mbalambala_16_1,mbalambala,11.4271
39.09436675,-0.113861462,2022,shrubland,mbalambala_16_1,mbalambala,11.4271
39.09463625,-0.116017419,2022,shrubland,mbalambala_16_10,mbalambala,9.4277
39.06148842,-0.088528971,2022,shrubland,mbalambala_16_15,mbalambala,6.3115
39.06364437,-0.088528971,2022,shrubland,mbalambala_16_3,mbalambala,3.77855
39.09652271,-0.119520849,2022,shrubland,mbalambala_16_3,mbalambala,3.77855
39.06175791,-0.088798466,2022,shrubland,mbalambala_16_5,mbalambala,3.0899
39.09248029,-0.117364892,2022,shrubland,mbalambala_16_5,mbalambala,3.0899
39.06310538,-0.090415433,2022,woodland,mbalambala_16_7,mbalambala,7.6342
39.09867867,-0.115208935,2022,woodland,mbalambala_16_7,mbalambala,7.6342
39.06337488,-0.089876444,2022,shrubland,mbalambala_16_8,mbalambala,8.04395
39.09598372,-0.112783484,2022,shrubland,mbalambala_16_8,mbalambala,8.04395
39.09517524,-0.116825903,2022,shrubland,mbalambala_16_9,mbalambala,7.50625
39.01648282,-0.110358033,2022,shrubland,mbalambala_17_1,mbalambala,4.893
39.01621332,-0.112244495,2022,shrubland,mbalambala_17_2,mbalambala,4.81385
39.01217091,-0.109549549,2022,shrubland,mbalambala_17_3,mbalambala,4.0245
39.00893697,-0.113591968,2022,shrubland,mbalambala_17_4,mbalambala,5.03615
39.00839798,-0.119520849,2022,shrubland,mbalambala_17_5,mbalambala,5.54585
38.99034184,-0.150243231,2022,shrubland,mbalambala_1_1,mbalambala,6.6546
39.02106423,-0.188511462,2022,shrubland,mbalambala_1_1,mbalambala,6.6546
38.99115033,-0.149704242,2022,shrubland,mbalambala_1_10,mbalambala,4.5656
39.02780159,-0.188241968,2022,shrubland,mbalambala_1_10,mbalambala,4.5656
38.99007235,-0.147009296,2022,shrubland,mbalambala_1_2,mbalambala,5.0698
39.02268119,-0.187972473,2022,shrubland,mbalambala_1_2,mbalambala,5.0698
38.99707921,-0.150243231,2022,shrubland,mbalambala_1_3,mbalambala,4.41315
39.02510665,-0.181774098,2022,shrubland,mbalambala_1_3,mbalambala,4.41315
38.99842668,-0.148895758,2022,shrubland,mbalambala_1_4,mbalambala,5.3842
39.02672361,-0.182313087,2022,shrubland,mbalambala_1_4,mbalambala,5.3842
38.9924978,-0.148087275,2022,shrubland,mbalambala_1_5,mbalambala,5.60055
39.02672361,-0.18366056,2022,shrubland,mbalambala_1_5,mbalambala,5.60055
38.99384527,-0.14781778,2022,shrubland,mbalambala_1_6,mbalambala,4.7163
39.02322018,-0.181235109,2022,shrubland,mbalambala_1_6,mbalambala,4.7163
38.99357578,-0.151051715,2022,shrubland,mbalambala_1_7,mbalambala,5.31115
39.02618462,-0.185277527,2022,shrubland,mbalambala_1_7,mbalambala,5.31115
38.9927673,-0.146739802,2022,shrubland,mbalambala_1_8,mbalambala,4.99505
39.02537614,-0.181235109,2022,shrubland,mbalambala_1_8,mbalambala,4.99505
38.99869618,-0.149704242,2022,shrubland,mbalambala_1_9,mbalambala,5.3494
39.03049654,-0.186625,2022,shrubland,mbalambala_1_9,mbalambala,5.3494
38.99007235,-0.125988719,2022,bushland,mbalambala_2_1,mbalambala,4.39405
39.02618462,-0.160484026,2022,bushland,mbalambala_2_1,mbalambala,4.39405
38.99115033,-0.130031137,2022,shrubland,mbalambala_2_10,mbalambala,4.1914
39.02348968,-0.158328069,2022,shrubland,mbalambala_2_10,mbalambala,4.1914
38.99061134,-0.134343051,2022,shrubland,mbalambala_2_2,mbalambala,4.0055
39.02268119,-0.161292509,2022,shrubland,mbalambala_2_2,mbalambala,4.0055
38.99519275,-0.12841417,2022,shrubland,mbalambala_2_3,mbalambala,3.90955
39.02995755,-0.16425695,2022,shrubland,mbalambala_2_3,mbalambala,3.90955
38.99384527,-0.132726083,2022,shrubland,mbalambala_2_4,mbalambala,3.2389
39.03049654,-0.164795939,2022,shrubland,mbalambala_2_4,mbalambala,3.2389
38.99168932,-0.129492148,2022,shrubland,mbalambala_2_5,mbalambala,5.4736
39.02537614,-0.160214531,2022,shrubland,mbalambala_2_5,mbalambala,5.4736
38.98926387,-0.129222654,2022,shrubland,mbalambala_2_6,mbalambala,4.10195
39.02268119,-0.165873917,2022,shrubland,mbalambala_2_6,mbalambala,4.10195
38.9873774,-0.130300632,2022,shrubland,mbalambala_2_7,mbalambala,3.04745
39.03130502,-0.163178971,2022,shrubland,mbalambala_2_7,mbalambala,3.04745
38.98818589,-0.127875181,2022,shrubland,mbalambala_2_8,mbalambala,5.738
39.02941856,-0.16075352,2022,shrubland,mbalambala_2_8,mbalambala,5.738
38.99438426,-0.132995578,2022,shrubland,mbalambala_2_9,mbalambala,5.37135
39.03130502,-0.16075352,2022,shrubland,mbalambala_2_9,mbalambala,5.37135
38.9924978,-0.105237636,2022,shrubland,mbalambala_3_10,mbalambala,5.4356
39.03076603,-0.142158394,2022,shrubland,mbalambala_3_1,mbalambala,5.4356
38.9924978,-0.105237636,2022,shrubland,mbalambala_3_10,mbalambala,5.50155
39.03211351,-0.138115975,2022,shrubland,mbalambala_3_10,mbalambala,5.50155
38.98899437,-0.10254269,2022,shrubland,mbalambala_3_2,mbalambala,5.1728
39.03049654,-0.139463448,2022,shrubland,mbalambala_3_2,mbalambala,5.1728
38.99492325,-0.105776625,2022,shrubland,mbalambala_3_3,mbalambala,5.12235
39.03292199,-0.135151534,2022,shrubland,mbalambala_3_3,mbalambala,5.12235
38.98791639,-0.102812184,2022,shrubland,mbalambala_3_4,mbalambala,5.2519
39.02645412,-0.134612545,2022,shrubland,mbalambala_3_4,mbalambala,5.2519
38.9924978,-0.107393592,2022,shrubland,mbalambala_3_5,mbalambala,5.01025
39.02941856,-0.143505867,2022,shrubland,mbalambala_3_5,mbalambala,5.01025
38.99438426,-0.103081679,2022,shrubland,mbalambala_3_6,mbalambala,4.97075
39.02861008,-0.137037997,2022,shrubland,mbalambala_3_6,mbalambala,4.97075
