longitude,latitude,year,LC,siteid,site,SOC,elev,slope,aspect,roughness,twi,SR_B2,SR_B3,SR_B4,SR_B5,SR_B6,SR_B7,EVI,VV,VH,VV/VH,prec,temp
37.55743913,0.718337817,2021,bushland,kalama_7_3,kalama,8.9793,1071,19.300432411406145,22.72443389892578,49.94587707519531,-2.874085187911988,0.42830625,0.45346875,0.476115,0.53470375,0.4712475,0.3742,0.1242636586736765,0.1568888602025145,0.0604887257576924,2.593687637444778,4.316585540771484,15581.3
37.55743913,0.718337817,2021,bushland,kalama_7_3,kalama,8.9793,1071,19.300432411406145,22.72443389892578,49.94587707519531,-2.874085187911988,0.37143625,0.42880125,0.45173625,0.5600725000000001,0.5547925,0.45979375,0.1824378668556137,0.1788803049787044,0.0554334991751472,3.226935113973512,10.503057479858398,15384.576923076924
37.55743913,0.718337817,2021,bushland,kalama_7_3,kalama,8.9793,1071,19.300432411406145,22.72443389892578,49.94587707519531,-2.874085187911988,0.0974812499999999,0.156455,0.221135,0.32254125,0.35132,0.3049275,0.1145210854886424,0.2128963166857379,0.0537564136645801,3.960389136338805,0.6183720827102661,15482.592592592591
37.55743913,0.718337817,2021,bushland,kalama_7_3,kalama,8.9793,1071,19.300432411406145,22.72443389892578,49.94587707519531,-2.874085187911988,0.0588299999999999,0.1229049999999999,0.1578025,0.3493949999999999,0.34395,0.25947,0.199887773551967,0.2447188146541905,0.069903269041282,3.500820748592881,10.751775741577148,15572.882352941177
104.3441262,21.50876709,2020,cropland,yenbai_3_10,yenbai,10.3854,903,10.080627057405891,11.034866333007812,83.13780212402344,0.8406522870063782,0.0114199999999999,0.0328974999999999,0.02759,0.0611125,0.04563,0.0270124999999999,0.1391501180999037,0.2570155398456832,0.0306509897134075,8.38522808721109,4.078648567199707,14788.260869565218
104.3441262,21.50876709,2020,cropland,yenbai_3_10,yenbai,10.3854,903,10.080627057405891,11.034866333007812,83.13780212402344,0.8406522870063782,0.16839,0.1893725,0.19369,0.40440875,0.3012837499999999,0.21052,0.353919685694384,0.1740280035080058,0.0314552071419768,5.532565807705847,29.9324893951416,15010.47619047619
104.3441262,21.50876709,2020,cropland,yenbai_3_10,yenbai,10.3854,903,10.080627057405891,11.034866333007812,83.13780212402344,0.8406522870063782,0.4989125,0.5026250000000001,0.4846125,0.6077575,0.364355,0.260845,0.3979666198610046,0.3122925470666319,0.0500220968858327,6.243091883560757,64.13289642333984,15025.545454545454
104.3441262,21.50876709,2020,cropland,yenbai_3_10,yenbai,10.3854,903,10.080627057405891,11.034866333007812,83.13780212402344,0.8406522870063782,0.4336275,0.44812,0.4511450000000001,0.5600725,0.381515,0.26564375,0.2058692104160252,0.1649701539950781,0.039888951792093,4.135735500269004,4.857560157775879,14730.826086956522
37.59813282,0.664169405,2021,shrubland,kalama_13_10,kalama,4.1398,904,3.3404815846380096,106.03141021728516,8.657751083374023,-1.0412579774856567,0.08851625,0.1620375,0.2374975,0.31596875,0.36156375,0.29660875,0.0944480248692477,0.0849233808011246,0.0246190541332314,3.4494981140032,5.076188087463379,15780.796296296296
37.59813282,0.664169405,2021,shrubland,kalama_13_10,kalama,4.1398,904,3.3404815846380096,106.03141021728516,8.657751083374023,-1.0412579774856567,-0.0818875,0.09139,0.1422375,0.2560875,0.29082,0.239615,0.1045005931796956,0.082901164526432,0.0297994684380568,2.781967896466199,9.868842124938965,15597.0
37.59813282,0.664169405,2021,shrubland,kalama_13_10,kalama,4.1398,904,3.3404815846380096,106.03141021728516,8.657751083374023,-1.0412579774856567,0.152165,0.20709625,0.25353,0.33722625,0.3368,0.25736625,0.1160074111216261,0.0963925748113501,0.0204372766311901,4.716507808297783,0.3254776000976562,15690.38596491228
